start_date,end_date,original_dates,firm,party,preference_type,election_year,mid_date,survey_type,sample_size,intended_vote
2009-08-21,2009-08-23,21–23 Aug 2009,Newspoll,Lib/Nat,First preference,2010,2009-08-22,NA,NA,38
2009-08-21,2009-08-23,21–23 Aug 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-08-22,NA,NA,45
2009-08-21,2009-08-23,21–23 Aug 2009,Newspoll,Oth,First preference,2010,2009-08-22,NA,NA,9
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,ALP,First preference,2010,2009-09-05,NA,NA,44
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,ALP,Two-party-preferred,2010,2009-09-05,NA,NA,55
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,Grn,First preference,2010,2009-09-05,NA,NA,10
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,Lib/Nat,First preference,2010,2009-09-05,NA,NA,39
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-09-05,NA,NA,45
2009-09-04,2009-09-06,4–6 Sep 2009,Newspoll,Oth,First preference,2010,2009-09-05,NA,NA,7
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,ALP,First preference,2010,2009-09-22,NA,NA,46
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,ALP,Two-party-preferred,2010,2009-09-22,NA,NA,58
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,Grn,First preference,2010,2009-09-22,NA,NA,10
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,Lib/Nat,First preference,2010,2009-09-22,NA,NA,35
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-09-22,NA,NA,42
2009-09-14,2009-10-01,28 Sep – 1 Oct 2009,Newspoll,Oth,First preference,2010,2009-09-22,NA,NA,9
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,ALP,First preference,2010,2009-09-19,NA,NA,43
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,ALP,Two-party-preferred,2010,2009-09-19,NA,NA,55
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,Grn,First preference,2010,2009-09-19,NA,NA,11
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,Lib/Nat,First preference,2010,2009-09-19,NA,NA,38
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-09-19,NA,NA,45
2009-09-18,2009-09-20,18–20 Sep 2009,Newspoll,Oth,First preference,2010,2009-09-19,NA,NA,8
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,ALP,First preference,2010,2009-10-17,NA,NA,48
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,ALP,Two-party-preferred,2010,2009-10-17,NA,NA,59
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,Grn,First preference,2010,2009-10-17,NA,NA,10
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,Lib/Nat,First preference,2010,2009-10-17,NA,NA,34
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-10-17,NA,NA,41
2009-10-16,2009-10-18,16–18 Oct 2009,Newspoll,Oth,First preference,2010,2009-10-17,NA,NA,8
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,ALP,First preference,2010,2009-10-24,NA,NA,41
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,ALP,Two-party-preferred,2010,2009-10-24,NA,NA,52
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,Grn,First preference,2010,2009-10-24,NA,NA,10
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,Lib/Nat,First preference,2010,2009-10-24,NA,NA,41
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-10-24,NA,NA,48
2009-10-16,2009-11-01,30 Oct – 1 Nov 2009,Newspoll,Oth,First preference,2010,2009-10-24,NA,NA,8
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,ALP,First preference,2010,2009-11-14,NA,NA,43
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,ALP,Two-party-preferred,2010,2009-11-14,NA,NA,56
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,Grn,First preference,2010,2009-11-14,NA,NA,11
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,Lib/Nat,First preference,2010,2009-11-14,NA,NA,37
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-11-14,NA,NA,44
2009-11-13,2009-11-15,13–15 Nov 2009,Newspoll,Oth,First preference,2010,2009-11-14,NA,NA,9
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,ALP,First preference,2010,2009-11-28,NA,NA,43
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,ALP,Two-party-preferred,2010,2009-11-28,NA,NA,57
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,Grn,First preference,2010,2009-11-28,NA,NA,12
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,Lib/Nat,First preference,2010,2009-11-28,NA,NA,35
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-11-28,NA,NA,43
2009-11-27,2009-11-29,27–29 Nov 2009,Newspoll,Oth,First preference,2010,2009-11-28,NA,NA,10
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,ALP,First preference,2010,2009-12-05,NA,NA,43
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,ALP,Two-party-preferred,2010,2009-12-05,NA,NA,56
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,Grn,First preference,2010,2009-12-05,NA,NA,11
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,Lib/Nat,First preference,2010,2009-12-05,NA,NA,38
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,Lib/Nat,Two-party-preferred,2010,2009-12-05,NA,NA,44
2009-12-04,2009-12-06,4–6 Dec 2009,Newspoll,Oth,First preference,2010,2009-12-05,NA,NA,8
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,ALP,First preference,2010,2010-01-16,NA,NA,40
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,ALP,Two-party-preferred,2010,2010-01-16,NA,NA,54
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,Grn,First preference,2010,2010-01-16,NA,NA,12
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,Lib/Nat,First preference,2010,2010-01-16,NA,NA,38
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-01-16,NA,NA,46
2010-01-15,2010-01-17,15–17 Jan 2010,Newspoll,Oth,First preference,2010,2010-01-16,NA,NA,10
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,ALP,First preference,2010,2010-01-30,NA,NA,40
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,ALP,Two-party-preferred,2010,2010-01-30,NA,NA,52
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,Grn,First preference,2010,2010-01-30,NA,NA,12
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,Lib/Nat,First preference,2010,2010-01-30,NA,NA,41
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-01-30,NA,NA,48
2010-01-29,2010-01-31,29–31 Jan 2010,Newspoll,Oth,First preference,2010,2010-01-30,NA,NA,7
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,ALP,First preference,2010,2010-02-13,NA,NA,39
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,ALP,Two-party-preferred,2010,2010-02-13,NA,NA,53
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,Grn,First preference,2010,2010-02-13,NA,NA,12
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,Lib/Nat,First preference,2010,2010-02-13,NA,NA,40
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-02-13,NA,NA,47
2010-02-12,2010-02-14,12–14 Feb 2010,Newspoll,Oth,First preference,2010,2010-02-13,NA,NA,9
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,ALP,First preference,2010,2010-02-27,NA,NA,40
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,ALP,Two-party-preferred,2010,2010-02-27,NA,NA,52
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,Grn,First preference,2010,2010-02-27,NA,NA,9
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,Lib/Nat,First preference,2010,2010-02-27,NA,NA,41
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-02-27,NA,NA,48
2010-02-26,2010-02-28,26–28 Feb 2010,Newspoll,Oth,First preference,2010,2010-02-27,NA,NA,10
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,ALP,First preference,2010,2010-03-13,NA,NA,39
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,ALP,Two-party-preferred,2010,2010-03-13,NA,NA,52
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,Grn,First preference,2010,2010-03-13,NA,NA,11
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,Lib/Nat,First preference,2010,2010-03-13,NA,NA,41
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-03-13,NA,NA,48
2010-03-12,2010-03-14,12–14 Mar 2010,Newspoll,Oth,First preference,2010,2010-03-13,NA,NA,9
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,ALP,First preference,2010,2010-03-27,NA,NA,43
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,ALP,Two-party-preferred,2010,2010-03-27,NA,NA,56
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,Grn,First preference,2010,2010-03-27,NA,NA,12
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,Lib/Nat,First preference,2010,2010-03-27,NA,NA,38
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-03-27,NA,NA,44
2010-03-26,2010-03-28,26–28 Mar 2010,Newspoll,Oth,First preference,2010,2010-03-27,NA,NA,7
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,ALP,First preference,2010,2010-04-17,NA,NA,43
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,ALP,Two-party-preferred,2010,2010-04-17,NA,NA,54
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,Grn,First preference,2010,2010-04-17,NA,NA,10
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,Lib/Nat,First preference,2010,2010-04-17,NA,NA,40
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-04-17,NA,NA,46
2010-04-16,2010-04-18,16–18 Apr 2010,Newspoll,Oth,First preference,2010,2010-04-17,NA,NA,7
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,ALP,First preference,2010,2010-05-01,NA,NA,35
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,ALP,Two-party-preferred,2010,2010-05-01,NA,NA,49
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,Grn,First preference,2010,2010-05-01,NA,NA,10
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,Lib/Nat,First preference,2010,2010-05-01,NA,NA,43
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-05-01,NA,NA,51
2010-04-30,2010-05-02,30 Apr-2 May 2010,Newspoll,Oth,First preference,2010,2010-05-01,NA,NA,12
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,ALP,First preference,2010,2010-05-15,NA,NA,37
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,ALP,Two-party-preferred,2010,2010-05-15,NA,NA,50
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,Grn,First preference,2010,2010-05-15,NA,NA,12
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,Lib/Nat,First preference,2010,2010-05-15,NA,NA,43
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-05-15,NA,NA,50
2010-05-14,2010-05-16,14–16 May 2010,Newspoll,Oth,First preference,2010,2010-05-15,NA,NA,8
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,ALP,First preference,2010,2010-05-29,NA,NA,35
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,ALP,Two-party-preferred,2010,2010-05-29,NA,NA,51
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,Grn,First preference,2010,2010-05-29,NA,NA,16
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,Lib/Nat,First preference,2010,2010-05-29,NA,NA,41
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-05-29,NA,NA,49
2010-05-28,2010-05-30,28–30 May 2010,Newspoll,Oth,First preference,2010,2010-05-29,NA,NA,8
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,ALP,First preference,2010,2010-06-19,NA,NA,35
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,ALP,Two-party-preferred,2010,2010-06-19,NA,NA,52
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,Grn,First preference,2010,2010-06-19,NA,NA,15
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,Lib/Nat,First preference,2010,2010-06-19,NA,NA,40
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-06-19,NA,NA,48
2010-06-18,2010-06-20,18–20 Jun 2010,Newspoll,Oth,First preference,2010,2010-06-19,NA,NA,10
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,ALP,First preference,2010,2010-06-26,NA,NA,42
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,ALP,Two-party-preferred,2010,2010-06-26,NA,NA,53
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,Grn,First preference,2010,2010-06-26,NA,NA,10
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,Lib/Nat,First preference,2010,2010-06-26,NA,NA,40
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-06-26,NA,NA,47
2010-06-25,2010-06-27,25–27 Jun 2010,Newspoll,Oth,First preference,2010,2010-06-26,NA,NA,8
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,ALP,First preference,2010,2010-07-17,NA,NA,42
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,ALP,Two-party-preferred,2010,2010-07-17,NA,NA,55
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,Grn,First preference,2010,2010-07-17,NA,NA,12
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,Lib/Nat,First preference,2010,2010-07-17,NA,NA,38
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-07-17,NA,NA,45
2010-07-16,2010-07-18,16–18 Jul 2010,Newspoll,Oth,First preference,2010,2010-07-17,NA,NA,8
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,ALP,First preference,2010,2010-07-24,NA,NA,37
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,ALP,Two-party-preferred,2010,2010-07-24,NA,NA,50
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,Grn,First preference,2010,2010-07-24,NA,NA,12
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,Lib/Nat,First preference,2010,2010-07-24,NA,NA,44
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-07-24,NA,NA,50
2010-07-16,2010-08-01,30 Jul – 1 Aug 2010,Newspoll,Oth,First preference,2010,2010-07-24,NA,NA,7
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,ALP,First preference,2010,2010-07-24,NA,NA,44
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,ALP,Two-party-preferred,2010,2010-07-24,NA,NA,53
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,Grn,First preference,2010,2010-07-24,NA,NA,10
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,Lib/Nat,First preference,2010,2010-07-24,NA,NA,41
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2010,2010-07-24,NA,NA,47
2010-07-16,2010-08-01,31 July – 1 Aug 2010,Roy Morgan,Oth,First preference,2010,2010-07-24,NA,NA,4
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,ALP,First preference,2010,2010-07-17,NA,NA,44.5
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,ALP,Two-party-preferred,2010,2010-07-17,NA,NA,56
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,Grn,First preference,2010,2010-07-17,NA,NA,10.5
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,Lib/Nat,First preference,2010,2010-07-17,NA,NA,39.5
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2010,2010-07-17,NA,NA,44
2010-07-17,2010-07-18,17–18 July 2010,Roy Morgan,Oth,First preference,2010,2010-07-17,NA,NA,4
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,ALP,First preference,2010,2010-07-24,NA,NA,40
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,ALP,Two-party-preferred,2010,2010-07-24,NA,NA,52
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,Grn,First preference,2010,2010-07-24,NA,NA,12
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,Lib/Nat,First preference,2010,2010-07-24,NA,NA,42
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-07-24,NA,NA,48
2010-07-23,2010-07-25,23–25 Jul 2010,Newspoll,Oth,First preference,2010,2010-07-24,NA,NA,6
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,ALP,First preference,2010,2010-07-24,NA,NA,43.5
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,ALP,Two-party-preferred,2010,2010-07-24,NA,NA,55.5
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,Grn,First preference,2010,2010-07-24,NA,NA,11.5
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,Lib/Nat,First preference,2010,2010-07-24,NA,NA,37
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2010,2010-07-24,NA,NA,44.5
2010-07-24,2010-07-25,24–25 July 2010,Roy Morgan,Oth,First preference,2010,2010-07-24,NA,NA,6.5
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,ALP,First preference,2010,2010-08-07,NA,NA,38
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,ALP,Two-party-preferred,2010,2010-08-07,NA,NA,52
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,Grn,First preference,2010,2010-08-07,NA,NA,13
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,Lib/Nat,First preference,2010,2010-08-07,NA,NA,42
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-08-07,NA,NA,48
2010-08-06,2010-08-08,6–8 Aug 2010,Newspoll,Oth,First preference,2010,2010-08-07,NA,NA,7
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,ALP,First preference,2010,2010-08-07,NA,NA,43
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,ALP,Two-party-preferred,2010,2010-08-07,NA,NA,57.5
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,Grn,First preference,2010,2010-08-07,NA,NA,15.5
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,Lib/Nat,First preference,2010,2010-08-07,NA,NA,37
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2010,2010-08-07,NA,NA,42.5
2010-08-07,2010-08-08,7–8 Aug 2010,Roy Morgan,Oth,First preference,2010,2010-08-07,NA,NA,2
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,ALP,First preference,2010,2010-08-14,NA,NA,38
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,ALP,Two-party-preferred,2010,2010-08-14,NA,NA,52
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,Grn,First preference,2010,2010-08-14,NA,NA,14
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,Lib/Nat,First preference,2010,2010-08-14,NA,NA,41
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-08-14,NA,NA,48
2010-08-13,2010-08-15,13–15 Aug 2010,Newspoll,Oth,First preference,2010,2010-08-14,NA,NA,7
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,ALP,First preference,2013,2010-08-16,NA,NA,38
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,ALP,Two-party-preferred,2013,2010-08-16,NA,NA,51
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,Grn,First preference,2013,2010-08-16,NA,NA,12
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,Lib/Nat,First preference,2013,2010-08-16,NA,NA,43
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,Lib/Nat,Two-party-preferred,2013,2010-08-16,NA,NA,49
2010-08-13,2010-08-19,13–19 Aug 2010,Essential,Oth,First preference,2013,2010-08-16,NA,NA,7
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,ALP,First preference,2010,2010-08-18,NA,NA,36.2
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,ALP,Two-party-preferred,2010,2010-08-18,NA,NA,50.2
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Grn,First preference,2010,2010-08-18,NA,NA,13.9
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Lib/Nat,First preference,2010,2010-08-18,NA,NA,43.4
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Lib/Nat,Two-party-preferred,2010,2010-08-18,NA,NA,49.8
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Oth,First preference,2010,2010-08-18,NA,NA,6.5
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,ALP,First preference,2013,2010-08-18,NA,NA,36.2
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,ALP,Two-party-preferred,2013,2010-08-18,NA,NA,50.2
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Grn,First preference,2013,2010-08-18,NA,NA,13.9
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Lib/Nat,First preference,2013,2010-08-18,NA,NA,43.4
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Lib/Nat,Two-party-preferred,2013,2010-08-18,NA,NA,49.8
2010-08-17,2010-08-19,17–19 Aug 2010,Newspoll,Oth,First preference,2013,2010-08-18,NA,NA,6.5
2010-08-21,2010-08-21,2010 election,Election result,ALP,First preference,2013,2010-08-21,NA,NA,38
2010-08-21,2010-08-21,2010 election,Election result,ALP,Two-party-preferred,2013,2010-08-21,NA,NA,50.1
2010-08-21,2010-08-21,2010 election,Election result,Grn,First preference,2013,2010-08-21,NA,NA,11.8
2010-08-21,2010-08-21,2010 election,Election result,Lib/Nat,First preference,2013,2010-08-21,NA,NA,43.3
2010-08-21,2010-08-21,2010 election,Election result,Lib/Nat,Two-party-preferred,2013,2010-08-21,NA,NA,49.9
2010-08-21,2010-08-21,2010 election,Election result,Oth,First preference,2013,2010-08-21,NA,NA,7
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,ALP,First preference,2013,2010-08-21,NA,NA,39
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,ALP,Two-party-preferred,2013,2010-08-21,NA,NA,52
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,Grn,First preference,2013,2010-08-21,NA,NA,12
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,Lib/Nat,First preference,2013,2010-08-21,NA,NA,41.5
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,Lib/Nat,Two-party-preferred,2013,2010-08-21,NA,NA,48
2010-08-21,2010-08-21,c. 21 Aug 2010,Nielsen,Oth,First preference,2013,2010-08-21,NA,NA,7.5
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,ALP,First preference,2013,2010-08-26,NA,NA,38
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,ALP,Two-party-preferred,2013,2010-08-26,NA,NA,50
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,Grn,First preference,2013,2010-08-26,NA,NA,11
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,Lib/Nat,First preference,2013,2010-08-26,NA,NA,44
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,Lib/Nat,Two-party-preferred,2013,2010-08-26,NA,NA,50
2010-08-24,2010-08-29,24–29 Aug 2010,Essential,Oth,First preference,2013,2010-08-26,NA,NA,7
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,ALP,First preference,2013,2010-08-25,NA,NA,36
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,ALP,Two-party-preferred,2013,2010-08-25,NA,NA,51
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,Grn,First preference,2013,2010-08-25,NA,NA,13
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,Lib/Nat,First preference,2013,2010-08-25,NA,NA,40
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2010-08-25,NA,NA,49
2010-08-25,2010-08-26,25–26 Aug 2010,Roy Morgan,Oth,First preference,2013,2010-08-25,NA,NA,11
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,ALP,First preference,2013,2010-08-31,NA,NA,40.5
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,ALP,Two-party-preferred,2013,2010-08-31,NA,NA,54.5
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,Grn,First preference,2013,2010-08-31,NA,NA,15
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,Lib/Nat,First preference,2013,2010-08-31,NA,NA,39.5
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2010-08-31,NA,NA,45.5
2010-08-28,2010-09-04,28–29 Aug/4–5 Sep 2010,Roy Morgan,Oth,First preference,2013,2010-08-31,NA,NA,5
2010-08-31,2010-09-05,31 Aug–5 Sep 2010,Essential,ALP,First preference,2013,2010-09-02,NA,NA,39
2010-08-31,2010-09-05,31 Aug–5 Sep 2010,Essential,ALP,Two-party-preferred,2013,2010-09-02,NA,NA,51
2010-08-31,2010-09-05,31 Aug–5 Sep 2010,Essential,Grn,First preference,2013,2010-09-02,NA,NA,11
2010-08-31,2010-09-05,31 Aug–5 Sep 2010,Essential,Lib/Nat,First preference,2013,2010-09-02,NA,NA,43
